124578 is your Ticketmaster code.,ham
938274 es tú código Ticketmaster.,ham
847291 is your Ticketmaster code.,ham
392019 es tú código Ticketmaster.,ham
582910 is your Ticketmaster code.,ham
104829 es tú código Ticketmaster.,ham
448291 is your Ticketmaster code.,ham
992817 es tú código Ticketmaster.,ham
Microsoft: otra persona puede haber accedido a us**4@gm**.com. Recupérelo en aka.ms/alcs.,ham
Microsoft: otra persona puede haber accedido a an**8@ho**.com. Recupérelo en aka.ms/alcs.,ham
Microsoft: otra persona puede haber accedido a pe**2@ou**.com. Recupérelo en aka.ms/alcs.,ham
Microsoft: otra persona puede haber accedido a lo**9@gm**.com. Recupérelo en aka.ms/alcs.,ham
Microsoft: otra persona puede haber accedido a co**1@ho**.com. Recupérelo en aka.ms/alcs.,ham
Alerta de seguridad de Google: Se detecto un nuevo inicio de sesion. Si fuiste tu ignora este mensaje.,ham
Apple ID: Your Apple ID was used to sign in to iCloud via a web browser.,ham
Facebook: 382910 is your Facebook login code.,ham
Instagram: 928374 is your Instagram code. Don't share it.,ham
El dentista confirma tu cita para el martes a las 3pm,ham
Ya termine el reporte lo mando por correo ahorita,ham
Mañana es el ultimo dia de descuentos en el tianguis,ham
Tu hermana llama que si puedes hablarle cuando puedas,ham
El agua ya volvio despues del corte de ayer todo bien,ham
La maestra mando tarea de matematicas para el lunes,ham
Ya quedo listo el pastel para mañana lo recojo en la mañana,ham
Oye el examen final es el viernes no el jueves corrijo,ham
Tu cita para el oculista es el proximo miercoles a las 4pm,ham
MOVISTAR: Adelanta saldo ahora mismo! Responde SI a este mensaje y recibe $30 de tiempo aire que se descontaran en tu proxima recarga,spam
Telcel: Navega sin limites! Recarga $150 hoy mismo y recibe el doble de megas para video. Valido por 24 horas,spam
AT&T: Tu paquete esta por expirar. Recarga ahora desde la app AT&T y obten 1GB de regalo para TikTok. Descargala aqui bit.ly/att-mx,spam
Unefon: Que no pare la diversion. Recarga $50 y disfruta de datos ilimitados por 7 dias. Aplican TyC en unefon.com.mx,spam
110: Te quedaste sin saldo? Pide tu Paquete SOS de 50MB. Solo envia SOS al 110 y sigue conectado. Costo $10,spam
Telcel: Cambiate a Telcel con tu mismo numero y recibe beneficios exclusivos. Llama gratis al 800-000-0000 para iniciar tu tramite hoy,spam
AT&T: Estrena equipo esta temporada! Acude a tu sucursal mas cercana y llevate un smartphone con el 30% de descuento al renovar tu plan,spam
Movistar: Descarga nuestra App Movistar MX registrate y recibe 5GB totalmente gratis para navegar por 3 dias. bit.ly/movistar-app,spam
BAit: Cambiate a BAit y navega sin limites por solo $50 a la semana. Compra tu chip en Walmart o Bodega Aurrera,spam
Telcel: Aprovecha el fin de semana loco. Todas tus recargas a partir de $100 te dan acceso a peliculas gratis en Claro Video,spam
Virgin Mobile: Rompe las reglas y navega libre. Arma tu paquete como quieras desde la app y recibe un bono de bienvenida,spam
MOVISTAR: Sabias que puedes pagar tus servicios como luz y agua desde tu App Movistar? Ingresa ahora y descubre todos los beneficios,spam
110: Promocion exclusiva! Activa un paquete de video por $30 y llevate WhatsApp ilimitado por 2 dias. Responde OK para aceptar,spam
Telcel: Tu lealtad tiene recompensa. Canjea tus puntos Circulo Azul por megas o descuentos en equipos nuevos visitando telcel.com,spam
AT&T: Paga tu factura a tiempo desde nuestra app o portal web y participa para ganar boletos para el proximo concierto,spam
Movistar Informa: Recarga $200 en OXXO presenta este mensaje al cajero y te regalamos una bebida energetica. Solo hoy,spam
545551: Te prestamos para que sigas chateando. Envia PRESTA al 545551 y recibe un paquete de redes sociales por 1 dia,spam
Telcel: Activa el nuevo plan Max Sin Limite y llevate suscripcion a plataformas de streaming incluida. Visita tu Centro de Atencion a Clientes,spam
AT&T: Tu linea ha sido seleccionada para un upgrade. Da clic aqui para conocer las ofertas exclusivas que tenemos para ti bit.ly/oferta-att,spam
Unefon: Recarga $10 en cualquier tiendita y te regalamos llamadas ilimitadas a Estados Unidos y Canada por 24 horas,spam
Aviso: mañana no hay clases por junta de maestros,ham
Ya le pague al plomero quedo muy bien el trabajo,ham
El vuelo tiene retraso de una hora ya te aviso cuando salga,ham
Recuerda que el sabado es el cumple de tu abuela no faltes,ham
Ya llego el paquete que esperabas esta en la entrada,ham
La junta de trabajo se mueve al lunes a las 9am disculpen,ham
Tu solicitud de credito Infonavit requiere un documento mas,ham
El sabado hay kermes en la escuela de 10am a 3pm,ham
Ya hable con el arrendador acepta renovar el contrato,ham
Mañana es la visita al museo recuerda llevar tu credencial,ham
El profe subio retroalimentacion del parcial checalo en plataforma,ham
Tu reservacion de Airbnb fue confirmada para el fin de semana,ham
Ya deposite lo del gas avisame cuando llegue el señor,ham
La siguiente clase es en linea por zoom el link ya lo mande,ham
Oye se me olvido decirte muchas gracias por tu ayuda ayer,ham
El evento de la empresa es el jueves formal o semiformal,ham
Ya quedo tu carro en el taller dice que mañana esta listo,ham
Confirma si vas a la posada para apartar tu lugar,ham
Tu constancia de estudios ya esta firmada pasa por ella,ham
El proximo mes empiezan las clases nuevamente preparate,ham
@Hola! ¿Haz escuchado de las nuevas cartas de amor invisibles? Las puedes conseguir en Mercado Libre. @Compra la tuya antes de que se acaben!,spam
¿Ya viste los nuevos tenis led? Cómpralos en Amazon con 50% de descuento antes de que se agoten.,spam
@Atencion! Remate de pacas de ropa americana. Consigue la tuya en nuestra tienda de Facebook. @Aprovecha hoy!,spam
¿Buscas el regalo perfecto? Compra nuestras tazas mágicas personalizadas. Envíos garantizados por Mercado Libre. Pide ya.,spam
@Amigo! Consigue la nueva loción atrae parejas. Éxito asegurado. Compra en nuestra web antes de agotar existencias.,spam
Oferta relámpago en Shein. @Aprovecha el 50% de descuento en toda la tienda. Haz tu pedido hoy mismo.,spam
¿Cansado de la calvicie? Prueba nuestro shampoo milagroso de crecimiento. De venta en Mercado Libre. Compra el tuyo ahora.,spam
@Aviso! Últimas piezas de los audífonos inalámbricos clones perfectos. Consíguelos a mitad de precio aquí.,spam
No te quedes sin el termo inteligente que todos quieren. Búscalo en Amazon y llévatelo con envío gratis. Compra ya.,spam
@Promocion exclusiva: Compra 2 relojes inteligentes y llévate el tercero gratis. Entregas por Mercado Libre.,spam
Alerta BBVA: su limite de credito fue reducido. Recuperelo: bit.ly/bbva-limite,spam
IMSS: tiene medicamentos no reclamados en farmacia. Recójelos: imss-farmacia.net,spam
Su cuenta de Mercado Pago recibio un cargo de $1200. Cancele: bit.ly/mp-cargo,spam
Telcel: gano un iPhone 15 Pro por su antiguedad. Reclame: telcel-iphone.com,spam
SAT: su declaracion anual tiene inconsistencias graves. Corrija: sat-inconsistencia.com,spam
Banco Azteca: su tarjeta de debito expira hoy. Renueve: bit.ly/azteca-tarjeta,spam
IMSS: su incapacidad por maternidad fue aprobada. Cobre: imss-maternidad.net,spam
Alerta Banorte: compra internacional sospechosa de $6700. Cancele: bit.ly/bnrt-compra,spam
Su RFC aparece en lista negra del SAT. Regularice hoy: sat-lista-negra.com,spam
Gobierno federal: apoyo economico COVID disponible aun. Registrese: apoyo-covid-mx.com,spam
FOVISSSTE: su credito hipotecario tiene tasa preferencial hoy: fovissste-tasa.net,spam
Citibanamex: su cuenta de nomina tiene beneficios no activados: bit.ly/citi-beneficios,spam
Su numero de seguridad social fue clonado. Reportelo: nss-clonado.com,spam
Alerta CFE: su medidor fue manipulado. Verifique: cfe-medidor-alerta.com,spam
Premio Navidad Soriana: $25000 en tarjeta de regalo. Reclame: bit.ly/soriana-navidad,spam
CONSAR: su AFORE tiene comisiones cobradas de mas. Recupere: consar-comisiones.net,spam
Detectamos que su celular fue espiado. Protejalo: bit.ly/protege-cel,spam
Su credito hipotecario fue preaprobado sin buro. Solicite: hipoteca-mx.net,spam
IMSS: encuesta de satisfaccion con pago de $500. Participe: imss-encuesta.com,spam
Alerta Movistar: su linea tiene llamadas internacionales no autorizadas: bit.ly/movistar-alerta,spam
Scotiabank: tiene un seguro de vida activo no reclamado: scotia-seguro.net,spam
Su cuenta de TikTok fue reportada y sera eliminada. Apele: bit.ly/tiktok-mx,spam
PEMEX: los trabajadores tienen bono especial disponible: pemex-bono.com,spam
Gane $500 diarios respondiendo encuestas desde casa: encuestas-pago-mx.net,spam
Alerta HSBC: su tarjeta fue usada en compra de $3400 en USA: bit.ly/hsbc-usa,spam
INFONAVIT: su subcuenta de vivienda tiene saldo no reclamado: infonavit-saldo.net,spam
Alerta Banamex: su cuenta fue accedida desde Rusia. Bloquee: bit.ly/banamex-rusia,spam
Su licencia de software Windows expiro. Renueve: bit.ly/windows-mx,spam
IMSS: tiene una pension por viudez pendiente de cobro: imss-viudez.com,spam
Oferta exclusiva Amazon Prime: 6 meses gratis. Active: bit.ly/prime-mx,spam
Alerta SAT: tiene facturas falsas emitidas a su RFC: sat-facturas.net,spam
Su tarjeta Walmart tiene puntos por vencer esta semana: walmart-puntos.com,spam
ISSSTE: su expediente clinico requiere actualizacion urgente: issste-expediente.net,spam
Gane un automovil 0km participando en rifa Cruz Azul: bit.ly/cruzazul-rifa,spam
Banco Azteca: su estado de cuenta tiene cargos erroneos: bit.ly/azteca-cargos,spam
Su cuenta de Uber fue suspendida por actividad inusual: bit.ly/uber-mx,spam
IMSS: cambio en su regimen de seguridad social pendiente: imss-regimen.com,spam
Alerta BBVA: su firma digital fue comprometida. Renueve: bit.ly/bbva-firma,spam
Su propiedad tiene un gravamen registrado sin su consentimiento: gravamen-mx.net,spam
Premio especial Bodega Aurrera navidad $15000. Reclame ya: bit.ly/aurrera-navidad,spam
CONAGUA: su toma de agua sera suspendida por adeudo: conagua-suspension.com,spam
Detectamos virus en su telefono Android. Elimínelo gratis: bit.ly/virus-android,spam
Su pension del IMSS tiene un incremento retroactivo: imss-incremento.net,spam
Alerta Telcel: su numero sera portado sin su autorizacion: bit.ly/telcel-portacion,spam
CFE: tiene un saldo a favor de $1340. Reclamelo: cfe-saldo-favor.com,spam
BBVA: su cuenta de ahorro tiene rendimientos no cobrados: bit.ly/bbva-rendimientos,spam
Gobierno CDMX: bono de desempleo disponible para usted: bono-desempleo-cdmx.com,spam
Su CURP tiene un tramite de defuncion iniciado por error: curp-defuncion.net,spam
Alerta Banorte: su chequera electronica expira mañana: bit.ly/banorte-chequera,spam
IMSS: su clinica asignada cambia el proximo lunes. Confirme: bit.ly/imss-cambio,spam
Préstamos para cualquier fin: de 500 £ a 75 000 £. Propietarios e inquilinos bienvenidos. ¿Te han denegado un préstamo anteriormente? Aún podemos ayudarte. Llama gratis al 0800 1956669 o envía un SMS con la palabra help,spam
Sí. Creo que iré a hacer esas trufas de Oreo.,ham
MIRA A AMY ERES UNA MUJER HERMOSA E INTELIGENTE Y ME GUSTAS MUCHO. SÉ QUE NO TE GUSTO DE ESA MANERA ASÍ QUE NO TE PREOCUPES.,ham
Espero que eso sea el resultado de ser consistentemente inteligente y amable. Empieza a preguntarle sobre enlaces de prácticas y mantente atento. ¡Te deseo lo mejor! Hablamos luego.,ham
Te extraño te necesito te quiero te amo.,ham
Estoy pasando por una situación muy diferente. Dudo en tomar decisiones y lidiar con lo mismo es la misma persona. Creo que el tiempo lo cura todo.,ham
¿Adónde fuiste? Mi teléfono se va a quedar sin batería tienes que quedarte aquí.,ham
Genial. Nunca ha estado mejor. Cada día me da más motivos para agradecer a Dios.,ham
Cliente de UpgrdCentre Orange ahora puede solicitar su actualización GRATUITA a un teléfono con cámara como recompensa por su fidelidad. Llame ahora al 0207 153 9153. Oferta válida hasta el 26 de julio. Se aplican términos y condiciones. Puede optar por no participar.,spam
okmail: Estimado Dave este es su último aviso para reclamar sus vacaciones de 4 estrellas en Tenerife o su premio de 5000 € en efectivo. Llame al 09061743806 desde un teléfono fijo. Términos y condiciones: SAE Box326 CW25WX 150ppm,spam
¿Quieres tener sexo esta noche? ¿Quieres que te envíen directamente a tu grupo lugares reales para encuentros sexuales al aire libre? Únete a la red de encuentros sexuales al aire libre más grande del Reino Unido enviando un mensaje de texto con la palabra MOAN al 69888Nyt. ec2a. 31p.msg@150p,spam
MENSAJE GRATIS Activa tus 500 mensajes de texto GRATIS respondiendo a este mensaje con la palabra GRATIS Para conocer los términos y condiciones visita www.07781482378.com,spam
Creo que lo he solucionado ¿puedes enviarme un mensaje de prueba?,ham
Lo siento mi cuenta está vacía si no lo haría. Si quieres podríamos intercambiar la mitad o podría comprar algo con mi tarjeta de crédito.,ham
¡Felicidades! Un pase especial de cine de 1 año para 2 personas es tuyo. ¡Llama ahora al 09061209465! Superman V Matrix 3 Star Wars 3 etc. ¡Todo GRATIS! bx420-ip4-5we. 15:50. ¡No te lo pierdas!,spam
+123 ¡Felicidades! En el sorteo de esta semana has ganado el premio de 1450 £. Para reclamarlo llama al 09050002311 b4280703. Términos y condiciones/para dejar de recibir SMS: 08718727868. Solo para mayores de 18 años. 150 ppm,spam
Ya deberías saberlo. ¿Cómo está Anthony? ¿Traes dinero? Tengo que pagar la matrícula escolar el alquiler y cosas así. Por eso necesito tu ayuda. Un amigo en apuros...,ham
¿Cuál es su significado?,ham
BBVA: Tu transferencia por $1200.00 a la cuenta terminacion 4589 fue exitosa.,ham
Banorte Informa: Tu pago de tarjeta de credito por $3500.00 fue recibido.,ham
Santander: Tu nomina ha sido depositada. Consulta tu saldo en la app.,ham
Citibanamex: Cargo aprobado por $450.00 en Starbucks.,ham
Mercado Libre: Tu compra del control inalambrico ya esta en la sucursal de correo.,ham
Amazon: Tu paquete esta en camino y se entregara hoy antes de las 8 PM.,ham
Estafeta: Tu envio con guia 8473920184 esta en ruta de entrega.,ham
Uber Eats: Tu repartidor esta esperando en la puerta. Sal a recibirlo.,ham
Coppel: Tus lentes ya estan en la sucursal. Tienes 3 dias para recogerlos.,ham
Liverpool: Tu compra en linea con folio 93847 ha sido confirmada.,ham
Cinepolis: Tu compra de 2 boletos para la funcion de las 18:00 ha sido procesada.,ham
Telcel: Tu factura del mes de abril ya esta disponible para consulta en Mi Telcel.,ham
AT&T: Recibimos tu pago de $599.00. Gracias por usar nuestro servicio.,ham
Salud Digna: Tus resultados de laboratorio ya estan listos. Pasa a la clinica por ellos.,ham
CFE: Tu recibo de luz del periodo bimestral esta pagado. Total: $340.00.,ham
Google: Se detecto un nuevo inicio de sesion en Windows. Si fuiste tu ignora este mensaje.,ham
WhatsApp: Tu codigo de registro es 184-938. No lo compartas con nadie.,ham
DiDi: Tu viaje ha finalizado. El costo total fue de $85.50.,ham
Rappi: Tu pedido del restaurante Burger King va en camino.,ham
OXXO Pay: El pago de tu servicio Totalplay por $650 ha sido procesado.,ham
Infonavit: Tu estado de cuenta bimestral ya esta actualizado en el portal.,ham
Volaris: Tu pase de abordar para el vuelo Y4-837 esta listo. Descargalo en la app.,ham
Ticketmaster: Tus boletos digitales para el concierto ya estan disponibles en tu cuenta.,ham
Farmacias del Ahorro: Tu monedero ha acumulado 50 puntos por tu ultima compra.,ham
MacStore: Tu equipo en reparacion ya esta listo para entrega. Presenta tu orden 8392.,ham
Clip: Recibiste un deposito de $200.00 por tu venta del dia de hoy.,ham
Bimbo: Tu pedido a traves de la plataforma de proveedores fue entregado al repartidor.,ham
ZARA: Tu devolucion ha sido procesada. El reembolso se vera reflejado en 3 a 5 dias.,ham
Bodega Aurrera: Tu pedido de despensa a domicilio ha sido entregado. ¡Gracias!,ham
Telmex: El folio de reporte 84729 para la reparacion de tu linea ha sido cerrado.,ham
CLIENTE DISTINGUIDO buenas noticias! Tus lentes ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 7857 LAS CONCHAS. Factura 7857456789,ham
MARCO ANTONIO buenas noticias! Tus lentes ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 1234 CENTRO. Factura 9988776655,ham
LAURA GOMEZ buenas noticias! Tus lentes ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 9876 PLAZA. Factura 1122334455,ham
ROBERTO DIAZ buenas noticias! Tus muebles ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 5544 SUR. Factura 5566778899,ham
ANA RUIZ buenas noticias! Tus zapatos ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 3322 NORTE. Factura 9900887766,ham
CLIENTE buenas noticias! Tus articulos ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 1111 ESTE. Factura 1234567890,ham
Estimado cliente su pedido de Liverpool esta listo para recoleccion. Folio 8877.,ham
Su paquete de Amazon ya fue entregado en la recepcion. Gracias por su compra.,ham
El mantenimiento de su vehiculo finalizo. Pase a recogerlo a la agencia.,ham
Hola FERNANDO la ropa de la tintoreria ya esta lista y planchada. Presenta tu nota 837 para recogerla.,ham
Buenas noticias! Tu credito automotriz fue pre-aprobado. Acude a tu agencia Nissan mas cercana con tu folio 938.,ham
Ticketmaster: Tus boletos para el evento de hoy ya estan habilitados en la seccion Mis Boletos. Folio de compra 38291,ham
ZARA: Tu devolucion del pedido 938472 ha sido aprobada. Veras el reembolso en tu cuenta en 3 dias habiles.,ham
Estimado JAVIER le recordamos su cita con el Dr. Sanchez mañana a las 4:00 pm. Consultorio 402.,ham
MacStore: Tu equipo ingreso a garantia correctamente. Numero de servicio: GS-83729. Te notificaremos cuando este listo.,ham
Atencion: El corte de agua programado para mañana ha sido cancelado. El servicio operara con normalidad.,ham
Hola buenas noticias! Tu mascota ya salio de cirugia y esta en recuperacion. Puedes venir por ella a las 6pm.,ham
