mensaje,etiqueta,fuente
Tu solicitud de cambio de turno fue autorizada desde el lunes,ham,kaggle_mexico
El gimnasio estara cerrado el domingo por mantenimiento,ham,kaggle_mexico
Ya saque turno en el banco es el jueves a las 11am,ham,kaggle_mexico
La presentacion del martes es en el auditorio no en el salon,ham,kaggle_mexico
Mañana traen el colchon que pediste en la mañana estate,ham,kaggle_mexico
Tu expediente escolar ya esta listo puedes pasar a recogerlo,ham,kaggle_mexico
Se necesita voluntario para el evento del sabado avisame,ham,kaggle_mexico
El taller mecanico dice que tu carro queda listo el viernes,ham,kaggle_mexico
Ya confirme la reservacion del hotel para las vacaciones,ham,kaggle_mexico
Oye se me olvido avisarte que el miercoles no hay agua,ham,kaggle_mexico
Tu beca fue renovada para el siguiente semestre felicidades,ham,kaggle_mexico
Usar 554220 como código de seguridad de la cuenta de Microsoft,ham,kaggle_mexico
Usar 735898 como código de seguridad de la cuenta de Microsoft,ham,kaggle_mexico
Usar 750480 como código de restablecimiento de la contraseña de la cuenta de Microsoft,ham,kaggle_mexico
Amazon: 163012. ¿No lo solicitaste? Toca para rechazar: https://amazon.com.mx/z/9G5gwnu4k,ham,kaggle_mexico
Amazon: 059847. ¿No lo solicitaste? Toca para rechazar: https://amazon.com.mx/z/KlRyrqMtl,ham,kaggle_mexico
Usar 829304 como código de seguridad de la cuenta de Microsoft,ham,kaggle_mexico
Usar 112938 como código de restablecimiento de la contraseña de la cuenta de Microsoft,ham,kaggle_mexico
Amazon: 738291. ¿No lo solicitaste? Toca para rechazar: https://amazon.com.mx/z/Xp3mQnR2w,ham,kaggle_mexico
Amazon: 920384. ¿No lo solicitaste? Toca para rechazar: https://amazon.com.mx/z/Lk8vBzT5y,ham,kaggle_mexico
Tu código de Microsoft es 482910. Úsalo en los próximos 30 minutos.,ham,kaggle_mexico
Microsoft: usa 738201 para verificar tu identidad. No lo compartas con nadie.,ham,kaggle_mexico
Código de verificación de Microsoft: 293847. Expira en 10 minutos.,ham,kaggle_mexico
Tu código de seguridad de Microsoft es 847362. Si no lo solicitaste ignora este mensaje.,ham,kaggle_mexico
Código de acceso de Amazon: 728391. Introdúcelo en la app para continuar.,ham,kaggle_mexico
Amazon: tu código de verificación es 938271. Válido por 15 minutos.,ham,kaggle_mexico
Tu código de inicio de sesión de Amazon es 483920. No lo compartas.,ham,kaggle_mexico
Google: tu código de verificación es 829374. No lo compartas con nadie.,ham,kaggle_mexico
G-482910: tu código de verificación de Google. No lo compartas.,ham,kaggle_mexico
G-738291: código de verificación de Google. Válido por 10 minutos.,ham,kaggle_mexico
Tu código de verificación de WhatsApp es 482-910. No lo compartas.,ham,kaggle_mexico
WhatsApp: tu código es 738-291. Alternativa: wa.me/938475829,ham,kaggle_mexico
WhatsApp: 293-847. No lo compartas con nadie.,ham,kaggle_mexico
Tu código de verificación de Instagram es 482910.,ham,kaggle_mexico
Facebook: usa el código 738291 para iniciar sesión.,ham,kaggle_mexico
Código de acceso de Mercado Libre: 829374. Ingresa en la app.,ham,kaggle_mexico
MercadoLibre: tu código de verificación es 483920. Expira en 5 minutos.,ham,kaggle_mexico
Tu código de Mercado Pago es 293847. No lo compartas con nadie.,ham,kaggle_mexico
BBVA: tu token para autorizar la operación es 483920. Válido 2 minutos.,ham,kaggle_mexico
Banorte: código de verificación 738291 para confirmar tu operación. No lo compartas.,ham,kaggle_mexico
Nu: tu código para ingresar es 829374. Si no lo solicitaste bloquea tu tarjeta en la app.,ham,kaggle_mexico
Spotify: usa el código 483920 para verificar tu correo electrónico.,ham,kaggle_mexico
Netflix: tu código de acceso temporal es 293847. Úsalo en los próximos 30 minutos.,ham,kaggle_mexico
Uber: tu código de verificación es 728391. Nunca te pediremos este código por llamada.,ham,kaggle_mexico
DiDi: tu código de verificación es 829374. No lo compartas con nadie.,ham,kaggle_mexico
Discord: tu código de verificación es 482910. Expira en 10 minutos.,ham,kaggle_mexico
Tu código de verificación de TikTok es 738291. Válido por 5 minutos.,ham,kaggle_mexico
Steam Guard: tu código de acceso es XB3M9. Úsalo en los próximos 30 minutos.,ham,kaggle_mexico
Steam Guard: código de acceso para tu cuenta: KV7NQ. No lo compartas.,ham,kaggle_mexico
Tu código de verificación de Rappi es 293847. Úsalo antes de que expire.,ham,kaggle_mexico
Coinbase: tu código de verificación es 829374. Nunca lo compartas con soporte.,ham,kaggle_mexico
La reunion del condominio se pospuso para el siguiente mes,ham,kaggle_mexico
Recuerda llevar tu comprobante de domicilio para el tramite,ham,kaggle_mexico
El profe dijo que el proyecto puede entregarse el lunes,ham,kaggle_mexico
Ya llego tu pedido de mercado libre esta en la puerta,ham,kaggle_mexico
Mañana es la graduacion recuerda llegar media hora antes,ham,kaggle_mexico
Ganaste un SmartTV 55 pulgadas en sorteo Elektra. Reclama: elektra-premio.com,spam,kaggle_mexico
INFONAVIT: su credito fue cancelado por error. Reactívelo: infonavit-reactiva.net,spam,kaggle_mexico
Alerta PayPal: cuenta limitada por actividad inusual. Verifica: bit.ly/paypal-mx,spam,kaggle_mexico
Su poliza de seguro Qualitas tiene un reembolso pendiente: qualitas-reembolso.com,spam,kaggle_mexico
Reciba dinero por ver anuncios desde su celular: gana-viendo-mx.com,spam,kaggle_mexico
FONDO PENSIONES: tiene $45000 no reclamados. Retírelos: fondo-pension-mx.net,spam,kaggle_mexico
Banco HSBC: su cuenta corriente fue bloqueada. Desbloquee: bit.ly/hsbc-desbloqueo,spam,kaggle_mexico
Su hijo fue reportado en lista negra escolar. Verifique: lista-negra-sep.com,spam,kaggle_mexico
Oferta: compre 2 colchones y llevese 1 gratis hoy: colchones-mx.com/oferta,spam,kaggle_mexico
Premio Navideño Chedraui: gano canasta de $8000. Reclame: chedraui-navidad.com,spam,kaggle_mexico
Alerta migracion: su pasaporte fue usado en otro pais. Reporte: pasaporte-alerta.com,spam,kaggle_mexico
ISSSTE: su pension mensual tiene un incremento pendiente: issste-pension.net,spam,kaggle_mexico
Recupere su dinero perdido en inversiones con nuestra ayuda: recupera-inversion.com,spam,kaggle_mexico
Su cuenta de iCloud fue comprometida. Asegurela: bit.ly/icloud-mx,spam,kaggle_mexico
Notificacion SEP: su cedula profesional tiene observaciones: sep-cedula.com,spam,kaggle_mexico
Gane premios jugando desde su celular. Descargue: juega-gana-mx.com,spam,kaggle_mexico
IMSS: cambio de clinica familiar autorizado. Confirme: bit.ly/imss-clinica,spam,kaggle_mexico
Su propiedad aparece en demanda judicial. Consulte: demanda-mx.net,spam,kaggle_mexico
Bimbo: participe en nuestro concurso y gane $20000: bimbo-concurso.com,spam,kaggle_mexico
Alerta: detectamos intento de robo de identidad a su nombre: bit.ly/robo-identidad,spam,kaggle_mexico
Oye ya llego la pizza estamos esperandote baja,ham,kaggle_mexico
124578 is your Ticketmaster code.,ham,kaggle_mexico
938274 es tú código Ticketmaster.,ham,kaggle_mexico
847291 is your Ticketmaster code.,ham,kaggle_mexico
392019 es tú código Ticketmaster.,ham,kaggle_mexico
582910 is your Ticketmaster code.,ham,kaggle_mexico
104829 es tú código Ticketmaster.,ham,kaggle_mexico
448291 is your Ticketmaster code.,ham,kaggle_mexico
992817 es tú código Ticketmaster.,ham,kaggle_mexico
Microsoft: otra persona puede haber accedido a us**4@gm**.com. Recupérelo en aka.ms/alcs.,ham,kaggle_mexico
Microsoft: otra persona puede haber accedido a an**8@ho**.com. Recupérelo en aka.ms/alcs.,ham,kaggle_mexico
Microsoft: otra persona puede haber accedido a pe**2@ou**.com. Recupérelo en aka.ms/alcs.,ham,kaggle_mexico
Microsoft: otra persona puede haber accedido a lo**9@gm**.com. Recupérelo en aka.ms/alcs.,ham,kaggle_mexico
Microsoft: otra persona puede haber accedido a co**1@ho**.com. Recupérelo en aka.ms/alcs.,ham,kaggle_mexico
Alerta de seguridad de Google: Se detecto un nuevo inicio de sesion. Si fuiste tu ignora este mensaje.,ham,kaggle_mexico
Apple ID: Your Apple ID was used to sign in to iCloud via a web browser.,ham,kaggle_mexico
Facebook: 382910 is your Facebook login code.,ham,kaggle_mexico
Instagram: 928374 is your Instagram code. Don't share it.,ham,kaggle_mexico
El dentista confirma tu cita para el martes a las 3pm,ham,kaggle_mexico
Ya termine el reporte lo mando por correo ahorita,ham,kaggle_mexico
Mañana es el ultimo dia de descuentos en el tianguis,ham,kaggle_mexico
Tu hermana llama que si puedes hablarle cuando puedas,ham,kaggle_mexico
El agua ya volvio despues del corte de ayer todo bien,ham,kaggle_mexico
La maestra mando tarea de matematicas para el lunes,ham,kaggle_mexico
Ya quedo listo el pastel para mañana lo recojo en la mañana,ham,kaggle_mexico
Oye el examen final es el viernes no el jueves corrijo,ham,kaggle_mexico
Tu cita para el oculista es el proximo miercoles a las 4pm,ham,kaggle_mexico
MOVISTAR: Adelanta saldo ahora mismo! Responde SI a este mensaje y recibe $30 de tiempo aire que se descontaran en tu proxima recarga,spam,kaggle_mexico
Telcel: Navega sin limites! Recarga $150 hoy mismo y recibe el doble de megas para video. Valido por 24 horas,spam,kaggle_mexico
AT&T: Tu paquete esta por expirar. Recarga ahora desde la app AT&T y obten 1GB de regalo para TikTok. Descargala aqui bit.ly/att-mx,spam,kaggle_mexico
Unefon: Que no pare la diversion. Recarga $50 y disfruta de datos ilimitados por 7 dias. Aplican TyC en unefon.com.mx,spam,kaggle_mexico
110: Te quedaste sin saldo? Pide tu Paquete SOS de 50MB. Solo envia SOS al 110 y sigue conectado. Costo $10,spam,kaggle_mexico
Telcel: Cambiate a Telcel con tu mismo numero y recibe beneficios exclusivos. Llama gratis al 800-000-0000 para iniciar tu tramite hoy,spam,kaggle_mexico
AT&T: Estrena equipo esta temporada! Acude a tu sucursal mas cercana y llevate un smartphone con el 30% de descuento al renovar tu plan,spam,kaggle_mexico
Movistar: Descarga nuestra App Movistar MX registrate y recibe 5GB totalmente gratis para navegar por 3 dias. bit.ly/movistar-app,spam,kaggle_mexico
BAit: Cambiate a BAit y navega sin limites por solo $50 a la semana. Compra tu chip en Walmart o Bodega Aurrera,spam,kaggle_mexico
Telcel: Aprovecha el fin de semana loco. Todas tus recargas a partir de $100 te dan acceso a peliculas gratis en Claro Video,spam,kaggle_mexico
Virgin Mobile: Rompe las reglas y navega libre. Arma tu paquete como quieras desde la app y recibe un bono de bienvenida,spam,kaggle_mexico
MOVISTAR: Sabias que puedes pagar tus servicios como luz y agua desde tu App Movistar? Ingresa ahora y descubre todos los beneficios,spam,kaggle_mexico
110: Promocion exclusiva! Activa un paquete de video por $30 y llevate WhatsApp ilimitado por 2 dias. Responde OK para aceptar,spam,kaggle_mexico
Telcel: Tu lealtad tiene recompensa. Canjea tus puntos Circulo Azul por megas o descuentos en equipos nuevos visitando telcel.com,spam,kaggle_mexico
AT&T: Paga tu factura a tiempo desde nuestra app o portal web y participa para ganar boletos para el proximo concierto,spam,kaggle_mexico
Movistar Informa: Recarga $200 en OXXO presenta este mensaje al cajero y te regalamos una bebida energetica. Solo hoy,spam,kaggle_mexico
545551: Te prestamos para que sigas chateando. Envia PRESTA al 545551 y recibe un paquete de redes sociales por 1 dia,spam,kaggle_mexico
Telcel: Activa el nuevo plan Max Sin Limite y llevate suscripcion a plataformas de streaming incluida. Visita tu Centro de Atencion a Clientes,spam,kaggle_mexico
AT&T: Tu linea ha sido seleccionada para un upgrade. Da clic aqui para conocer las ofertas exclusivas que tenemos para ti bit.ly/oferta-att,spam,kaggle_mexico
Unefon: Recarga $10 en cualquier tiendita y te regalamos llamadas ilimitadas a Estados Unidos y Canada por 24 horas,spam,kaggle_mexico
Aviso: mañana no hay clases por junta de maestros,ham,kaggle_mexico
Ya le pague al plomero quedo muy bien el trabajo,ham,kaggle_mexico
El vuelo tiene retraso de una hora ya te aviso cuando salga,ham,kaggle_mexico
Recuerda que el sabado es el cumple de tu abuela no faltes,ham,kaggle_mexico
Ya llego el paquete que esperabas esta en la entrada,ham,kaggle_mexico
La junta de trabajo se mueve al lunes a las 9am disculpen,ham,kaggle_mexico
Tu solicitud de credito Infonavit requiere un documento mas,ham,kaggle_mexico
El sabado hay kermes en la escuela de 10am a 3pm,ham,kaggle_mexico
Ya hable con el arrendador acepta renovar el contrato,ham,kaggle_mexico
Mañana es la visita al museo recuerda llevar tu credencial,ham,kaggle_mexico
El profe subio retroalimentacion del parcial checalo en plataforma,ham,kaggle_mexico
Tu reservacion de Airbnb fue confirmada para el fin de semana,ham,kaggle_mexico
Ya deposite lo del gas avisame cuando llegue el señor,ham,kaggle_mexico
La siguiente clase es en linea por zoom el link ya lo mande,ham,kaggle_mexico
Oye se me olvido decirte muchas gracias por tu ayuda ayer,ham,kaggle_mexico
El evento de la empresa es el jueves formal o semiformal,ham,kaggle_mexico
Ya quedo tu carro en el taller dice que mañana esta listo,ham,kaggle_mexico
Confirma si vas a la posada para apartar tu lugar,ham,kaggle_mexico
Tu constancia de estudios ya esta firmada pasa por ella,ham,kaggle_mexico
El proximo mes empiezan las clases nuevamente preparate,ham,kaggle_mexico
@Hola! ¿Haz escuchado de las nuevas cartas de amor invisibles? Las puedes conseguir en Mercado Libre. @Compra la tuya antes de que se acaben!,spam,kaggle_mexico
¿Ya viste los nuevos tenis led? Cómpralos en Amazon con 50% de descuento antes de que se agoten.,spam,kaggle_mexico
@Atencion! Remate de pacas de ropa americana. Consigue la tuya en nuestra tienda de Facebook. @Aprovecha hoy!,spam,kaggle_mexico
¿Buscas el regalo perfecto? Compra nuestras tazas mágicas personalizadas. Envíos garantizados por Mercado Libre. Pide ya.,spam,kaggle_mexico
@Amigo! Consigue la nueva loción atrae parejas. Éxito asegurado. Compra en nuestra web antes de agotar existencias.,spam,kaggle_mexico
Oferta relámpago en Shein. @Aprovecha el 50% de descuento en toda la tienda. Haz tu pedido hoy mismo.,spam,kaggle_mexico
¿Cansado de la calvicie? Prueba nuestro shampoo milagroso de crecimiento. De venta en Mercado Libre. Compra el tuyo ahora.,spam,kaggle_mexico
@Aviso! Últimas piezas de los audífonos inalámbricos clones perfectos. Consíguelos a mitad de precio aquí.,spam,kaggle_mexico
No te quedes sin el termo inteligente que todos quieren. Búscalo en Amazon y llévatelo con envío gratis. Compra ya.,spam,kaggle_mexico
@Promocion exclusiva: Compra 2 relojes inteligentes y llévate el tercero gratis. Entregas por Mercado Libre.,spam,kaggle_mexico
Alerta BBVA: su limite de credito fue reducido. Recuperelo: bit.ly/bbva-limite,spam,kaggle_mexico
IMSS: tiene medicamentos no reclamados en farmacia. Recójelos: imss-farmacia.net,spam,kaggle_mexico
Su cuenta de Mercado Pago recibio un cargo de $1200. Cancele: bit.ly/mp-cargo,spam,kaggle_mexico
Telcel: gano un iPhone 15 Pro por su antiguedad. Reclame: telcel-iphone.com,spam,kaggle_mexico
SAT: su declaracion anual tiene inconsistencias graves. Corrija: sat-inconsistencia.com,spam,kaggle_mexico
Banco Azteca: su tarjeta de debito expira hoy. Renueve: bit.ly/azteca-tarjeta,spam,kaggle_mexico
IMSS: su incapacidad por maternidad fue aprobada. Cobre: imss-maternidad.net,spam,kaggle_mexico
Alerta Banorte: compra internacional sospechosa de $6700. Cancele: bit.ly/bnrt-compra,spam,kaggle_mexico
Su RFC aparece en lista negra del SAT. Regularice hoy: sat-lista-negra.com,spam,kaggle_mexico
Gobierno federal: apoyo economico COVID disponible aun. Registrese: apoyo-covid-mx.com,spam,kaggle_mexico
FOVISSSTE: su credito hipotecario tiene tasa preferencial hoy: fovissste-tasa.net,spam,kaggle_mexico
Citibanamex: su cuenta de nomina tiene beneficios no activados: bit.ly/citi-beneficios,spam,kaggle_mexico
Su numero de seguridad social fue clonado. Reportelo: nss-clonado.com,spam,kaggle_mexico
Alerta CFE: su medidor fue manipulado. Verifique: cfe-medidor-alerta.com,spam,kaggle_mexico
Premio Navidad Soriana: $25000 en tarjeta de regalo. Reclame: bit.ly/soriana-navidad,spam,kaggle_mexico
CONSAR: su AFORE tiene comisiones cobradas de mas. Recupere: consar-comisiones.net,spam,kaggle_mexico
Detectamos que su celular fue espiado. Protejalo: bit.ly/protege-cel,spam,kaggle_mexico
Su credito hipotecario fue preaprobado sin buro. Solicite: hipoteca-mx.net,spam,kaggle_mexico
IMSS: encuesta de satisfaccion con pago de $500. Participe: imss-encuesta.com,spam,kaggle_mexico
Alerta Movistar: su linea tiene llamadas internacionales no autorizadas: bit.ly/movistar-alerta,spam,kaggle_mexico
Scotiabank: tiene un seguro de vida activo no reclamado: scotia-seguro.net,spam,kaggle_mexico
Su cuenta de TikTok fue reportada y sera eliminada. Apele: bit.ly/tiktok-mx,spam,kaggle_mexico
PEMEX: los trabajadores tienen bono especial disponible: pemex-bono.com,spam,kaggle_mexico
Gane $500 diarios respondiendo encuestas desde casa: encuestas-pago-mx.net,spam,kaggle_mexico
Alerta HSBC: su tarjeta fue usada en compra de $3400 en USA: bit.ly/hsbc-usa,spam,kaggle_mexico
INFONAVIT: su subcuenta de vivienda tiene saldo no reclamado: infonavit-saldo.net,spam,kaggle_mexico
Alerta Banamex: su cuenta fue accedida desde Rusia. Bloquee: bit.ly/banamex-rusia,spam,kaggle_mexico
Su licencia de software Windows expiro. Renueve: bit.ly/windows-mx,spam,kaggle_mexico
IMSS: tiene una pension por viudez pendiente de cobro: imss-viudez.com,spam,kaggle_mexico
Oferta exclusiva Amazon Prime: 6 meses gratis. Active: bit.ly/prime-mx,spam,kaggle_mexico
Alerta SAT: tiene facturas falsas emitidas a su RFC: sat-facturas.net,spam,kaggle_mexico
Su tarjeta Walmart tiene puntos por vencer esta semana: walmart-puntos.com,spam,kaggle_mexico
ISSSTE: su expediente clinico requiere actualizacion urgente: issste-expediente.net,spam,kaggle_mexico
Gane un automovil 0km participando en rifa Cruz Azul: bit.ly/cruzazul-rifa,spam,kaggle_mexico
Banco Azteca: su estado de cuenta tiene cargos erroneos: bit.ly/azteca-cargos,spam,kaggle_mexico
Su cuenta de Uber fue suspendida por actividad inusual: bit.ly/uber-mx,spam,kaggle_mexico
IMSS: cambio en su regimen de seguridad social pendiente: imss-regimen.com,spam,kaggle_mexico
Alerta BBVA: su firma digital fue comprometida. Renueve: bit.ly/bbva-firma,spam,kaggle_mexico
Su propiedad tiene un gravamen registrado sin su consentimiento: gravamen-mx.net,spam,kaggle_mexico
Premio especial Bodega Aurrera navidad $15000. Reclame ya: bit.ly/aurrera-navidad,spam,kaggle_mexico
CONAGUA: su toma de agua sera suspendida por adeudo: conagua-suspension.com,spam,kaggle_mexico
Detectamos virus en su telefono Android. Elimínelo gratis: bit.ly/virus-android,spam,kaggle_mexico
Su pension del IMSS tiene un incremento retroactivo: imss-incremento.net,spam,kaggle_mexico
Alerta Telcel: su numero sera portado sin su autorizacion: bit.ly/telcel-portacion,spam,kaggle_mexico
CFE: tiene un saldo a favor de $1340. Reclamelo: cfe-saldo-favor.com,spam,kaggle_mexico
BBVA: su cuenta de ahorro tiene rendimientos no cobrados: bit.ly/bbva-rendimientos,spam,kaggle_mexico
Gobierno CDMX: bono de desempleo disponible para usted: bono-desempleo-cdmx.com,spam,kaggle_mexico
Su CURP tiene un tramite de defuncion iniciado por error: curp-defuncion.net,spam,kaggle_mexico
Alerta Banorte: su chequera electronica expira mañana: bit.ly/banorte-chequera,spam,kaggle_mexico
IMSS: su clinica asignada cambia el proximo lunes. Confirme: bit.ly/imss-cambio,spam,kaggle_mexico
Préstamos para cualquier fin: de 500 £ a 75 000 £. Propietarios e inquilinos bienvenidos. ¿Te han denegado un préstamo anteriormente? Aún podemos ayudarte. Llama gratis al 0800 1956669 o envía un SMS con la palabra help,spam,kaggle_mexico
Sí. Creo que iré a hacer esas trufas de Oreo.,ham,kaggle_mexico
MIRA A AMY ERES UNA MUJER HERMOSA E INTELIGENTE Y ME GUSTAS MUCHO. SÉ QUE NO TE GUSTO DE ESA MANERA ASÍ QUE NO TE PREOCUPES.,ham,kaggle_mexico
Espero que eso sea el resultado de ser consistentemente inteligente y amable. Empieza a preguntarle sobre enlaces de prácticas y mantente atento. ¡Te deseo lo mejor! Hablamos luego.,ham,kaggle_mexico
Te extraño te necesito te quiero te amo.,ham,kaggle_mexico
Estoy pasando por una situación muy diferente. Dudo en tomar decisiones y lidiar con lo mismo es la misma persona. Creo que el tiempo lo cura todo.,ham,kaggle_mexico
¿Adónde fuiste? Mi teléfono se va a quedar sin batería tienes que quedarte aquí.,ham,kaggle_mexico
Genial. Nunca ha estado mejor. Cada día me da más motivos para agradecer a Dios.,ham,kaggle_mexico
Cliente de UpgrdCentre Orange ahora puede solicitar su actualización GRATUITA a un teléfono con cámara como recompensa por su fidelidad. Llame ahora al 0207 153 9153. Oferta válida hasta el 26 de julio. Se aplican términos y condiciones. Puede optar por no participar.,spam,kaggle_mexico
okmail: Estimado Dave este es su último aviso para reclamar sus vacaciones de 4 estrellas en Tenerife o su premio de 5000 € en efectivo. Llame al 09061743806 desde un teléfono fijo. Términos y condiciones: SAE Box326 CW25WX 150ppm,spam,kaggle_mexico
¿Quieres tener sexo esta noche? ¿Quieres que te envíen directamente a tu grupo lugares reales para encuentros sexuales al aire libre? Únete a la red de encuentros sexuales al aire libre más grande del Reino Unido enviando un mensaje de texto con la palabra MOAN al 69888Nyt. ec2a. 31p.msg@150p,spam,kaggle_mexico
MENSAJE GRATIS Activa tus 500 mensajes de texto GRATIS respondiendo a este mensaje con la palabra GRATIS Para conocer los términos y condiciones visita www.07781482378.com,spam,kaggle_mexico
Creo que lo he solucionado ¿puedes enviarme un mensaje de prueba?,ham,kaggle_mexico
Lo siento mi cuenta está vacía si no lo haría. Si quieres podríamos intercambiar la mitad o podría comprar algo con mi tarjeta de crédito.,ham,kaggle_mexico
¡Felicidades! Un pase especial de cine de 1 año para 2 personas es tuyo. ¡Llama ahora al 09061209465! Superman V Matrix 3 Star Wars 3 etc. ¡Todo GRATIS! bx420-ip4-5we. 15:50. ¡No te lo pierdas!,spam,kaggle_mexico
+123 ¡Felicidades! En el sorteo de esta semana has ganado el premio de 1450 £. Para reclamarlo llama al 09050002311 b4280703. Términos y condiciones/para dejar de recibir SMS: 08718727868. Solo para mayores de 18 años. 150 ppm,spam,kaggle_mexico
Ya deberías saberlo. ¿Cómo está Anthony? ¿Traes dinero? Tengo que pagar la matrícula escolar el alquiler y cosas así. Por eso necesito tu ayuda. Un amigo en apuros...,ham,kaggle_mexico
¿Cuál es su significado?,ham,kaggle_mexico
BBVA: Tu transferencia por $1200.00 a la cuenta terminacion 4589 fue exitosa.,ham,kaggle_mexico
Banorte Informa: Tu pago de tarjeta de credito por $3500.00 fue recibido.,ham,kaggle_mexico
Santander: Tu nomina ha sido depositada. Consulta tu saldo en la app.,ham,kaggle_mexico
Citibanamex: Cargo aprobado por $450.00 en Starbucks.,ham,kaggle_mexico
Mercado Libre: Tu compra del control inalambrico ya esta en la sucursal de correo.,ham,kaggle_mexico
Amazon: Tu paquete esta en camino y se entregara hoy antes de las 8 PM.,ham,kaggle_mexico
Estafeta: Tu envio con guia 8473920184 esta en ruta de entrega.,ham,kaggle_mexico
Uber Eats: Tu repartidor esta esperando en la puerta. Sal a recibirlo.,ham,kaggle_mexico
Coppel: Tus lentes ya estan en la sucursal. Tienes 3 dias para recogerlos.,ham,kaggle_mexico
Liverpool: Tu compra en linea con folio 93847 ha sido confirmada.,ham,kaggle_mexico
Cinepolis: Tu compra de 2 boletos para la funcion de las 18:00 ha sido procesada.,ham,kaggle_mexico
Telcel: Tu factura del mes de abril ya esta disponible para consulta en Mi Telcel.,ham,kaggle_mexico
AT&T: Recibimos tu pago de $599.00. Gracias por usar nuestro servicio.,ham,kaggle_mexico
Salud Digna: Tus resultados de laboratorio ya estan listos. Pasa a la clinica por ellos.,ham,kaggle_mexico
CFE: Tu recibo de luz del periodo bimestral esta pagado. Total: $340.00.,ham,kaggle_mexico
Google: Se detecto un nuevo inicio de sesion en Windows. Si fuiste tu ignora este mensaje.,ham,kaggle_mexico
WhatsApp: Tu codigo de registro es 184-938. No lo compartas con nadie.,ham,kaggle_mexico
DiDi: Tu viaje ha finalizado. El costo total fue de $85.50.,ham,kaggle_mexico
Rappi: Tu pedido del restaurante Burger King va en camino.,ham,kaggle_mexico
OXXO Pay: El pago de tu servicio Totalplay por $650 ha sido procesado.,ham,kaggle_mexico
Infonavit: Tu estado de cuenta bimestral ya esta actualizado en el portal.,ham,kaggle_mexico
Volaris: Tu pase de abordar para el vuelo Y4-837 esta listo. Descargalo en la app.,ham,kaggle_mexico
Ticketmaster: Tus boletos digitales para el concierto ya estan disponibles en tu cuenta.,ham,kaggle_mexico
Farmacias del Ahorro: Tu monedero ha acumulado 50 puntos por tu ultima compra.,ham,kaggle_mexico
MacStore: Tu equipo en reparacion ya esta listo para entrega. Presenta tu orden 8392.,ham,kaggle_mexico
Clip: Recibiste un deposito de $200.00 por tu venta del dia de hoy.,ham,kaggle_mexico
Bimbo: Tu pedido a traves de la plataforma de proveedores fue entregado al repartidor.,ham,kaggle_mexico
ZARA: Tu devolucion ha sido procesada. El reembolso se vera reflejado en 3 a 5 dias.,ham,kaggle_mexico
Bodega Aurrera: Tu pedido de despensa a domicilio ha sido entregado. ¡Gracias!,ham,kaggle_mexico
Telmex: El folio de reporte 84729 para la reparacion de tu linea ha sido cerrado.,ham,kaggle_mexico
CLIENTE DISTINGUIDO buenas noticias! Tus lentes ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 7857 LAS CONCHAS. Factura 7857456789,ham,kaggle_mexico
MARCO ANTONIO buenas noticias! Tus lentes ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 1234 CENTRO. Factura 9988776655,ham,kaggle_mexico
LAURA GOMEZ buenas noticias! Tus lentes ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 9876 PLAZA. Factura 1122334455,ham,kaggle_mexico
ROBERTO DIAZ buenas noticias! Tus muebles ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 5544 SUR. Factura 5566778899,ham,kaggle_mexico
ANA RUIZ buenas noticias! Tus zapatos ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 3322 NORTE. Factura 9900887766,ham,kaggle_mexico
CLIENTE buenas noticias! Tus articulos ya estan listos para ser entregados y esperan por ti!. Ve por ellos a tu Tienda Coppel COPPEL 1111 ESTE. Factura 1234567890,ham,kaggle_mexico
Estimado cliente su pedido de Liverpool esta listo para recoleccion. Folio 8877.,ham,kaggle_mexico
Su paquete de Amazon ya fue entregado en la recepcion. Gracias por su compra.,ham,kaggle_mexico
El mantenimiento de su vehiculo finalizo. Pase a recogerlo a la agencia.,ham,kaggle_mexico
Hola FERNANDO la ropa de la tintoreria ya esta lista y planchada. Presenta tu nota 837 para recogerla.,ham,kaggle_mexico
Buenas noticias! Tu credito automotriz fue pre-aprobado. Acude a tu agencia Nissan mas cercana con tu folio 938.,ham,kaggle_mexico
Ticketmaster: Tus boletos para el evento de hoy ya estan habilitados en la seccion Mis Boletos. Folio de compra 38291,ham,kaggle_mexico
ZARA: Tu devolucion del pedido 938472 ha sido aprobada. Veras el reembolso en tu cuenta en 3 dias habiles.,ham,kaggle_mexico
Estimado JAVIER le recordamos su cita con el Dr. Sanchez mañana a las 4:00 pm. Consultorio 402.,ham,kaggle_mexico
MacStore: Tu equipo ingreso a garantia correctamente. Numero de servicio: GS-83729. Te notificaremos cuando este listo.,ham,kaggle_mexico
Atencion: El corte de agua programado para mañana ha sido cancelado. El servicio operara con normalidad.,ham,kaggle_mexico
Hola buenas noticias! Tu mascota ya salio de cirugia y esta en recuperacion. Puedes venir por ella a las 6pm.,ham,kaggle_mexico
Compra ahora y recibe un descuento especial,ham,huggingface_es
Haz clic aqui para ganar un premio,spam,huggingface_es
